vaalipiiri;id;puolue;sukupuoli;toimin tällä hetkellä kansanedustajana;valittu;koulutus;vuositulot;suomessa on liian helppo elää sosiaaliturvan varassa;kaupan ja muiden liikkeiden aukioloajat on vapautettava;suomessa on siirryttävä perustuloon joka korvaisi nykyisen sosiaaliturvan vähimmäistason;työntekijälle on turvattava lailla minimityöaika;ansiosidonnaisen työttömyysturvan kestoa pitää lyhentää;euron ulkopuolella suomi pärjäisi paremmin;ruoan verotusta on varaa kiristää;valtion ja kuntien taloutta on tasapainotettava ensisijaisesti leikkaamalla menoja;lapsilisiä on korotettava ja laitettava verolle;suomella ei ole varaa nykyisen laajuisiin sosiaali- ja terveyspalveluihin;nato-jäsenyys vahvistaisi suomen turvallisuuspoliittista asemaa;suomeen tarvitaan enemmän poliiseja;maahanmuuttoa suomeen on rajoitettava terrorismin uhan vuoksi;venäjän etupiiripolitiikka on uhka suomelle;verkkovalvonnassa valtion turvallisuus on tärkeämpää kuin kansalaisten yksityisyyden suoja;suomen on osallistuttava isisin vastaiseen taisteluun kouluttamalla irakin hallituksen joukkoja;parantumattomasti sairaalla on oltava oikeus avustettuun kuolemaan;terveys- ja sosiaalipalvelut on tuotettava ensijaisesti julkisina palveluina;viranomaisten pitää puuttua lapsiperheiden ongelmiin nykyistä herkemmin;vanhuksen ja hänen omaistensa vastuuta hoitokustannuksista on lisättävä;kansalaisten oikeus terveyspalveluihin on tärkeämpää kuin kuntien itsehallinto;ilmastonmuutoksen hillitseminen pitää asettaa teollisuuden kilpailukyvyn edelle;geenimuunneltu ruoka on turvallista ihmiselle ja ympäristölle;suomen pitää ottaa suurempi vastuu eu:n alueelle tulevista turvapaikanhakijoista;on aika luopua ajatuksesta, että koko suomi on pidettävä asuttuna;peruskoulun opetusryhmien koko on rajattava lailla esimerkiksi 20 oppilaaseen
02;4793;3;1;0;0;0;0;1;2;5;4;1;1;1;1;4;1;1;4;1;4;1;2;4;5;4;1;5;5;1;5;1;4
07;5286;1;1;0;0;0;0;1;2;5;5;1;2;1;1;4;1;1;5;1;2;2;5;5;4;5;1;5;5;2;4;2;5
06;5164;0;1;0;0;0;0;2;5;5;5;2;4;1;4;4;4;2;4;4;2;1;1;4;5;5;2;5;1;2;1;1;4
06;6223;4;0;0;0;1;0;3;2;4;4;2;5;1;2;1;2;1;1;1;1;1;1;4;5;4;1;5;4;1;4;1;1
02;4825;5;0;0;0;1;0;4;4;2;2;1;4;1;2;2;4;2;5;2;5;2;1;5;4;5;2;2;2;4;2;2;1
12;6195;3;0;0;0;1;0;2;2;5;5;2;1;2;4;2;2;1;2;2;2;2;2;4;4;4;4;5;5;1;4;2;4
13;5108;9;0;0;0;1;0;2;5;2;4;2;2;1;5;1;4;4;4;2;4;4;2;4;4;5;2;4;2;1;2;1;2
02;5507;2;1;0;0;0;0;2;2;4;4;2;1;2;4;2;4;4;4;2;4;4;2;5;4;5;1;5;5;2;4;4;5
06;4919;0;0;0;0;1;0;2;5;5;2;2;2;1;4;2;2;3;2;4;3;2;2;4;2;4;1;4;4;1;2;2;4
05;5563;0;1;0;1;0;0;4;5;2;1;4;1;1;4;2;2;4;2;1;4;2;5;4;5;4;2;4;2;2;5;1;2
02;5833;0;1;0;0;1;0;1;5;5;5;1;1;1;1;5;1;1;1;1;4;1;5;5;5;1;1;5;5;1;5;5;5
11;5807;6;1;0;0;1;0;4;1;2;4;4;2;1;4;2;2;2;5;4;5;4;5;1;4;5;2;5;2;1;2;1;5
03;4955;2;1;0;0;0;0;1;2;4;5;1;2;1;2;2;2;1;4;2;4;4;2;4;5;4;2;5;2;4;2;2;2
13;4555;7;0;1;1;1;1;4;4;4;2;4;4;1;2;2;2;1;5;4;4;4;5;2;4;5;2;4;4;1;1;1;2
01;4673;7;0;0;0;1;0;4;4;4;4;4;2;1;4;2;4;2;4;4;4;2;1;4;2;4;2;5;4;2;4;2;4
01;5409;9;1;0;0;1;0;4;4;4;2;4;2;2;2;2;4;5;4;2;4;5;2;4;2;5;2;5;2;2;2;2;2
11;4482;1;0;0;0;0;0;1;1;5;5;1;2;1;1;1;1;1;4;1;1;4;4;5;5;2;1;4;4;1;4;1;5
09;5097;0;0;0;0;1;0;2;1;4;5;1;5;1;2;4;1;1;3;1;2;2;1;4;5;5;1;4;5;1;3;2;5
01;4661;1;0;0;0;1;0;1;2;4;5;1;2;1;1;4;1;2;2;1;2;1;4;5;5;2;1;4;5;2;5;4;5
07;5272;0;0;0;0;1;0;1;5;5;1;4;2;2;4;4;4;4;2;2;4;1;4;5;4;2;2;4;5;4;2;5;4
02;4414;6;0;0;0;0;0;2;2;2;2;2;4;1;4;2;2;2;4;4;4;4;2;1;4;4;2;4;2;1;2;1;4
02;4819;5;1;0;0;1;0;2;2;4;4;4;4;1;4;4;2;1;5;5;1;5;1;4;5;4;1;4;1;1;1;1;4
06;4268;7;1;0;0;0;0;4;4;4;2;4;2;1;5;1;4;2;4;4;2;2;2;1;5;5;1;2;2;2;2;1;2
09;4392;9;0;0;0;1;0;2;4;4;2;4;1;1;4;1;4;2;5;2;2;4;4;4;4;5;2;4;4;2;4;1;4
02;4644;8;1;0;0;1;0;2;5;4;1;4;1;4;5;3;4;5;3;1;4;2;2;5;2;4;4;5;2;4;5;1;2
11;5770;2;1;0;0;0;0;4;5;2;4;2;4;1;4;2;4;1;4;4;2;4;5;4;5;5;2;4;2;1;2;2;2
07;5038;3;1;0;0;0;0;2;5;5;5;1;1;1;4;2;5;1;5;1;2;4;1;5;5;4;1;4;5;1;5;1;5
11;5308;9;0;0;0;1;1;4;4;2;2;4;2;1;4;2;2;4;2;2;4;4;3;4;4;4;2;4;4;2;2;2;2
10;4568;5;0;0;0;1;0;1;5;1;5;1;2;1;5;1;5;1;5;4;2;5;1;1;4;1;1;2;1;1;1;1;2
11;4438;5;1;0;0;0;0;4;5;2;1;1;5;1;5;1;1;4;4;5;4;1;1;2;4;5;1;5;1;1;1;2;1
04;4898;1;1;0;0;0;0;2;4;5;4;2;4;1;1;4;2;1;4;1;2;1;1;5;5;4;1;4;5;1;3;2;5
11;5465;3;0;0;0;1;0;2;4;5;2;1;1;2;2;2;2;1;4;1;4;2;4;4;5;4;2;4;5;2;4;2;2
10;5590;2;1;0;0;0;0;2;2;2;5;2;1;2;1;2;2;2;2;2;2;2;3;3;4;4;2;5;4;2;3;3;4
07;5656;2;0;0;1;1;0;2;2;2;5;2;2;2;2;4;1;1;4;2;4;2;4;5;5;4;2;4;4;2;4;4;4
09;4476;2;1;0;0;1;0;2;2;2;5;4;1;2;2;5;2;2;5;1;2;1;2;4;5;4;2;4;2;4;4;1;2
07;5311;9;1;0;0;1;0;4;4;4;2;4;2;2;2;2;2;4;2;2;4;4;4;4;2;2;2;4;4;4;4;4;2
13;5257;0;1;0;0;0;0;1;5;5;2;5;4;1;5;2;1;4;5;1;4;1;2;5;5;4;2;5;4;4;2;2;4
09;5654;7;0;0;0;1;0;4;5;2;1;4;1;1;4;1;4;2;4;1;4;5;2;4;2;4;2;5;2;3;1;1;2
04;4807;5;0;0;0;1;0;4;5;2;2;4;5;1;4;4;2;1;4;4;2;4;4;4;4;4;1;2;2;4;2;1;4
11;4703;0;1;0;0;0;0;1;2;5;5;2;5;1;1;4;1;1;5;1;2;2;1;4;5;4;4;4;5;1;5;1;5
13;5467;7;1;0;0;0;0;4;5;5;2;2;1;1;4;1;2;2;4;1;4;4;5;5;5;1;1;5;2;3;4;1;2
09;4462;2;1;0;0;1;0;1;1;1;5;1;1;1;1;5;1;1;5;2;2;1;2;5;5;5;1;5;2;1;1;1;5
10;5011;0;1;0;0;0;0;2;4;4;2;2;1;1;2;3;2;4;1;3;4;1;3;4;5;2;1;3;4;4;2;1;4
04;5384;9;1;0;0;1;0;2;5;1;2;4;2;2;5;1;2;5;4;2;4;4;4;4;1;2;2;5;2;4;4;4;2
06;4721;6;1;0;0;1;0;4;2;2;2;3;1;1;3;2;4;2;3;2;2;3;3;1;4;3;3;3;4;3;4;1;5
12;4185;1;0;0;0;1;0;2;2;4;5;1;2;1;1;5;1;1;4;1;4;4;4;4;5;5;2;5;5;2;5;2;5
09;5216;1;1;0;0;1;0;2;5;5;5;1;1;1;5;1;1;1;4;1;5;5;5;5;5;5;1;5;2;1;1;1;5
10;4833;2;1;0;0;0;0;2;2;2;5;1;2;1;2;5;2;2;4;4;4;2;4;3;5;5;2;5;4;1;2;1;5
12;6112;7;0;0;0;1;0;4;5;4;5;4;2;2;4;2;4;2;4;4;2;5;4;2;4;5;4;4;4;4;2;1;4
12;5364;2;0;0;0;0;0;2;5;4;5;4;2;1;2;2;2;4;5;2;4;4;2;4;5;4;2;5;2;1;4;1;5
02;5296;3;0;0;0;1;0;2;2;5;2;4;4;1;2;1;1;2;4;1;4;2;5;5;4;2;2;4;5;2;5;2;4
12;5461;5;0;1;1;1;1;2;2;4;4;2;4;1;2;2;2;2;4;4;2;4;4;2;5;5;2;4;2;1;2;1;4
10;5576;5;1;0;0;1;0;2;4;2;4;1;5;1;4;2;2;5;5;5;5;2;2;4;4;2;2;4;1;2;1;1;2
11;5717;7;1;0;0;0;0;4;2;4;2;2;4;2;4;5;4;1;5;2;2;4;3;2;2;4;2;5;2;2;2;1;2
06;4558;9;1;0;0;1;0;5;5;5;1;5;2;1;5;1;2;5;5;2;5;1;5;5;1;5;4;5;1;4;1;4;2
08;5331;2;0;0;0;0;0;4;2;4;5;2;1;2;4;4;4;1;5;4;4;4;2;5;5;5;2;5;5;1;2;4;4
11;4627;2;1;0;0;1;0;2;4;4;5;2;1;2;4;4;2;1;2;1;2;2;2;4;5;4;2;4;4;4;4;4;2
07;4562;0;0;0;0;0;0;1;2;4;5;1;5;1;1;4;1;1;4;1;4;2;1;4;5;5;1;4;5;2;5;1;5
02;4348;2;1;0;0;0;0;5;5;1;5;1;3;1;2;5;2;1;4;4;4;2;5;5;5;5;1;4;4;1;1;1;5
02;4480;5;0;0;0;1;0;4;5;2;4;2;2;1;4;4;2;2;4;4;4;4;2;5;2;5;2;4;4;2;1;2;2
02;4747;7;1;0;0;0;0;4;4;2;2;4;4;2;4;2;4;2;4;2;4;4;4;4;4;4;4;4;4;4;2;1;2
11;4635;6;1;0;0;1;0;2;1;1;4;1;2;1;5;1;5;4;5;5;5;4;1;1;5;5;4;1;4;1;1;1;5
02;5816;3;0;0;0;0;0;3;5;5;4;3;3;1;3;4;3;4;4;3;5;4;3;5;5;4;3;3;5;1;3;5;5
10;4184;1;1;0;0;0;0;1;4;5;4;1;4;1;2;4;1;1;4;2;2;4;1;3;5;3;1;4;5;4;2;1;5
07;6225;6;1;0;0;0;0;2;2;4;2;1;2;1;4;4;4;2;5;5;4;2;2;1;4;5;2;4;2;3;2;2;4
02;5016;3;0;0;0;1;0;2;2;1;5;1;2;2;2;2;2;4;4;4;2;4;1;3;5;4;1;3;3;4;2;2;2
02;5168;8;1;0;0;0;0;4;5;4;2;4;1;4;5;2;4;5;3;1;4;4;4;4;4;4;2;4;4;2;4;4;2
02;4595;7;0;0;0;1;0;2;2;4;2;2;2;2;4;2;2;2;4;2;4;4;2;4;4;4;2;4;4;2;2;2;4
12;6118;6;0;0;0;1;0;4;2;4;4;3;2;2;4;1;4;2;4;2;3;4;3;1;5;4;2;2;5;2;4;2;4
02;5012;8;0;0;0;1;0;2;4;2;2;2;2;2;4;1;4;4;4;1;4;4;3;2;4;4;4;2;4;2;5;1;4
08;4852;1;1;0;0;1;0;1;4;5;5;1;4;1;1;4;1;1;4;1;4;2;4;5;5;5;1;2;4;3;5;2;5
10;6050;7;1;0;0;0;0;2;2;4;5;2;2;1;2;4;2;2;4;4;2;2;3;2;4;4;4;2;2;2;2;1;2
01;5810;0;0;0;0;1;0;1;5;5;2;3;2;1;1;4;1;2;2;1;3;2;1;5;5;3;3;5;5;2;4;4;2
03;4549;4;1;0;0;1;0;2;2;4;2;2;5;2;2;4;2;2;4;2;2;4;4;4;4;4;2;4;4;4;4;2;4
10;4502;0;0;0;0;0;0;1;5;5;4;2;2;1;4;2;1;2;2;4;3;1;2;5;4;2;2;3;4;2;1;1;4
02;4236;5;1;0;0;1;0;3;5;3;4;2;2;2;4;1;2;3;4;2;4;2;4;4;5;5;1;3;3;2;2;2;4
13;5488;7;0;0;0;1;1;4;4;4;5;1;2;1;4;4;2;1;5;2;1;1;1;1;4;4;1;2;4;2;2;1;4
02;6220;0;0;0;0;0;0;2;5;5;2;3;4;1;1;1;1;1;1;2;4;1;2;5;5;3;3;4;4;2;3;4;4
12;5281;5;1;0;0;1;1;2;4;4;5;1;4;1;4;2;1;1;5;4;2;5;1;5;5;4;1;5;1;1;1;1;4
13;6128;0;1;0;0;1;0;4;5;4;1;4;4;1;2;2;1;4;5;4;4;4;2;4;2;2;2;4;2;2;1;1;2
08;5596;2;0;0;0;1;0;2;2;2;5;1;1;2;2;5;2;1;4;2;2;2;2;2;5;4;2;4;2;2;4;1;4
09;5432;6;1;0;0;0;0;5;2;2;1;1;2;1;4;1;4;1;4;1;2;2;1;2;2;4;1;4;4;1;2;1;5
09;5392;3;0;0;1;1;0;2;2;5;2;2;2;2;1;4;2;1;4;1;2;4;4;5;5;4;2;5;5;2;5;2;4
09;4729;5;0;0;0;1;0;4;4;4;4;1;4;1;2;1;2;2;5;4;2;2;2;4;4;5;1;2;1;1;2;1;5
04;5197;4;1;0;0;0;0;2;2;5;5;1;4;1;2;2;2;1;5;4;1;2;1;5;5;4;2;2;3;1;1;1;3
11;5670;1;0;0;0;1;0;1;2;4;2;1;2;1;1;3;1;1;5;1;2;4;1;4;5;4;1;5;2;1;3;2;4
01;5436;1;0;0;0;1;0;2;2;5;5;1;4;1;1;2;1;1;4;1;2;2;4;3;5;5;2;4;4;2;4;4;5
02;5729;2;1;0;0;1;1;2;4;4;4;2;2;1;4;4;2;5;4;2;4;4;4;4;4;4;2;4;2;4;2;2;4
01;5041;7;1;0;0;1;0;2;4;5;4;4;2;2;2;4;4;1;2;1;4;4;4;2;4;4;2;5;4;3;4;3;4
12;4366;5;1;0;0;0;0;2;1;4;4;2;5;1;4;2;2;1;5;5;4;2;4;1;4;2;2;4;2;1;1;1;5
07;5985;7;0;0;0;1;0;4;4;4;4;2;2;1;1;1;1;5;5;4;4;4;1;1;2;4;4;4;4;1;4;1;4
12;5468;7;0;0;0;0;1;4;4;4;2;4;1;1;2;1;2;2;4;2;2;4;3;4;4;5;1;4;2;1;3;1;1
02;5387;1;1;0;0;1;0;2;1;5;5;4;1;1;2;5;4;3;4;1;4;1;1;5;4;5;2;5;5;2;5;1;2
07;4240;0;1;0;0;0;0;2;5;2;4;3;5;1;2;2;2;1;4;2;2;1;1;5;5;4;2;3;2;3;1;1;5
13;6126;1;0;0;0;1;0;1;1;5;5;1;2;1;1;4;1;1;4;1;1;2;2;4;5;5;1;5;4;1;4;1;5
07;4163;0;0;0;0;1;0;1;1;5;5;1;5;1;1;4;1;1;4;1;1;2;1;4;5;5;1;4;5;1;1;1;5
06;5723;3;0;0;0;1;0;1;5;5;4;2;2;1;1;5;1;1;4;1;2;1;2;5;5;1;4;4;5;2;4;2;5
09;6200;4;1;0;0;0;0;2;5;5;2;1;5;1;5;4;2;1;4;5;1;4;1;5;4;2;1;5;1;1;1;1;5
01;5565;3;0;0;0;1;0;2;4;5;5;1;1;1;2;2;1;1;5;1;1;2;1;2;4;5;1;5;5;1;5;2;5
02;5337;9;0;0;1;1;0;2;4;2;2;4;1;2;4;2;4;4;4;1;4;4;4;4;2;2;2;4;3;4;4;4;2
02;4976;0;1;0;0;1;0;2;5;4;2;5;5;1;5;1;4;2;4;5;4;2;2;4;2;2;1;2;1;1;1;2;5
06;5966;1;0;0;0;0;0;2;2;5;5;1;2;1;1;4;1;1;4;1;2;2;1;5;5;4;1;4;5;1;4;1;5
13;5456;3;0;0;0;0;0;1;3;5;5;1;2;1;4;5;3;2;4;2;4;2;2;5;5;4;4;4;5;1;5;1;5
09;4319;7;0;0;0;1;0;4;5;4;5;5;2;1;5;1;4;3;5;5;4;5;3;1;4;5;4;5;2;2;2;1;4
01;5401;1;1;0;0;0;0;2;1;5;5;1;2;1;1;5;1;1;2;1;1;1;2;3;5;4;1;5;5;2;5;2;5
13;4850;1;1;1;1;1;1;1;2;4;5;1;5;1;1;3;1;1;4;2;1;2;2;5;5;5;1;3;3;1;2;1;4
10;5414;2;1;0;0;1;0;2;4;1;5;2;2;1;2;2;1;1;2;2;4;4;2;4;4;5;1;5;4;2;4;1;4
07;5055;3;1;0;0;1;0;4;5;5;1;5;2;1;2;4;2;4;4;1;4;1;4;5;4;5;4;4;5;2;4;4;4
10;4440;1;1;0;0;0;0;1;2;5;5;1;2;1;1;1;1;1;4;1;1;4;1;5;5;4;1;5;4;2;4;1;5
09;6040;7;1;0;0;1;1;1;4;5;4;4;1;1;4;2;1;2;4;2;4;5;2;1;5;5;2;5;4;2;2;1;4
09;5035;0;1;0;0;0;0;2;5;5;5;1;2;1;1;4;1;1;2;2;2;1;1;5;4;4;2;5;2;4;2;2;5
12;4616;9;0;0;0;0;0;4;4;4;2;4;1;2;4;2;2;5;4;2;5;4;4;4;2;5;2;5;4;2;4;1;5
09;5123;9;1;0;0;0;0;4;5;1;2;5;1;1;4;3;3;5;5;2;5;5;1;1;1;5;5;3;3;1;2;1;5
01;4996;1;1;0;0;0;0;1;5;5;5;1;5;1;1;5;1;1;5;1;1;1;1;5;5;5;1;5;5;1;5;1;5
10;5421;6;0;0;0;1;0;3;2;2;4;4;3;2;4;3;2;3;5;4;3;4;3;3;4;5;2;4;3;1;2;2;4
01;4258;9;0;0;0;1;0;2;4;2;2;3;1;2;4;2;4;4;3;2;4;4;3;2;4;4;2;5;2;3;2;4;2
08;4174;5;1;0;0;1;0;1;4;1;2;1;4;1;1;1;1;1;4;5;2;4;1;4;5;4;1;5;2;2;1;1;2
02;4865;9;1;0;1;1;1;4;5;4;2;4;2;4;4;2;4;4;2;2;4;4;4;3;1;4;2;5;4;3;4;4;2
08;4641;1;1;0;0;0;0;1;2;4;5;1;4;1;2;2;1;1;4;2;4;2;2;4;5;5;1;2;4;2;4;1;5
04;4374;9;0;0;0;1;0;4;4;4;2;4;2;2;4;2;4;4;4;2;3;4;2;2;1;5;2;4;2;2;4;2;2
09;4286;2;0;1;1;1;1;2;2;4;4;2;1;1;1;5;1;1;2;1;4;2;5;2;5;4;2;5;5;2;5;1;4
04;4901;1;1;1;1;0;0;2;1;4;5;1;4;1;2;4;1;1;4;4;2;3;4;5;5;5;1;4;2;1;2;2;5
03;4867;7;1;0;0;1;0;2;4;4;2;2;2;2;4;2;4;2;4;2;2;5;4;4;4;5;2;4;4;2;2;2;2
02;4939;0;1;0;0;1;0;1;4;5;5;1;5;1;1;1;1;1;2;1;1;1;1;1;5;2;1;4;5;1;5;1;5
01;5215;8;1;0;0;0;0;1;4;4;2;2;1;1;2;2;2;2;4;1;4;2;4;4;4;5;2;4;4;2;5;2;4
04;5952;5;1;0;0;0;0;4;5;2;5;1;5;1;5;2;1;1;5;5;1;2;4;5;5;4;1;5;4;2;1;2;4
07;5625;6;1;0;0;0;0;4;2;4;1;4;2;2;4;4;4;2;4;4;2;2;4;1;4;4;2;4;4;2;3;2;2
02;5808;9;1;0;0;0;0;4;4;2;4;4;1;1;2;2;2;4;5;2;3;3;2;3;1;4;1;4;4;2;2;2;2
08;4159;5;1;0;1;1;0;2;5;4;4;1;5;1;4;2;1;2;5;5;4;4;4;4;5;4;2;5;2;2;1;2;4
02;5482;9;0;1;1;1;1;4;4;2;4;4;1;1;2;4;4;4;4;2;4;4;4;5;2;4;2;4;2;2;2;2;2
10;5811;9;1;0;0;0;0;5;5;1;2;5;3;1;5;2;5;5;4;5;5;2;4;4;2;4;4;4;1;4;2;1;4
04;4892;2;0;0;0;0;0;2;1;2;4;1;1;1;2;1;2;1;2;1;1;4;4;1;5;5;1;3;2;1;5;1;2
01;5701;4;1;0;0;0;0;3;5;4;5;2;3;1;4;4;1;1;2;3;2;3;1;4;5;2;2;5;2;2;2;4;4
03;5680;0;1;0;0;0;0;1;5;5;4;2;2;1;5;1;2;1;2;1;2;1;2;5;4;2;2;4;4;4;1;2;1
03;5831;9;0;0;0;0;0;4;4;2;4;2;1;1;4;2;4;4;4;2;2;4;1;2;2;5;2;4;2;2;4;2;2
02;4303;5;0;0;0;0;0;4;5;4;4;2;4;1;4;4;2;2;5;5;2;4;1;5;5;4;2;4;2;1;1;1;4
01;4405;6;0;0;0;1;1;4;1;2;4;4;5;2;4;2;4;2;4;4;5;2;4;1;4;4;2;2;2;2;2;4;2
02;4769;2;0;0;0;0;0;1;4;2;5;1;2;1;2;5;1;2;5;2;4;2;2;4;5;5;2;5;2;1;4;2;5
03;5633;7;1;0;0;1;0;4;4;4;2;4;2;1;4;2;4;2;4;4;4;2;2;4;4;4;2;2;2;2;2;1;2
10;5279;3;1;0;0;1;0;2;2;5;1;5;1;4;4;4;2;5;2;2;4;4;4;5;5;4;4;5;4;2;4;2;5
04;5072;6;1;0;0;1;0;2;2;4;2;4;4;2;4;2;2;2;4;4;2;4;4;2;4;2;2;4;4;2;4;4;4
04;5758;1;0;0;0;0;0;1;2;5;5;2;2;2;2;1;1;1;4;2;3;2;3;4;5;5;2;4;5;1;2;2;2
11;5735;2;0;0;0;1;0;2;2;2;5;1;2;1;2;4;2;2;5;2;2;4;1;4;5;5;2;4;3;4;4;4;5
07;5434;0;1;0;0;0;0;5;5;1;1;5;1;1;5;2;5;4;5;4;5;4;1;5;1;5;1;5;1;4;1;4;2
02;4229;7;1;0;0;1;1;2;4;4;4;2;2;1;4;4;2;4;4;2;4;4;1;4;5;4;2;4;4;4;2;1;4
02;5905;9;1;1;0;0;1;5;5;2;2;4;1;2;5;1;1;5;4;1;4;4;5;4;1;4;2;4;4;4;1;5;1
07;4580;7;0;0;0;1;0;4;4;4;2;4;2;1;4;4;4;2;4;2;4;4;2;4;4;4;4;4;4;2;4;2;2
07;4965;5;0;1;1;0;0;2;2;2;4;2;2;1;4;4;2;2;2;4;2;2;1;2;5;4;2;4;2;1;1;1;5
09;4829;2;0;1;1;0;1;1;2;2;5;1;1;1;2;4;1;1;4;2;2;2;4;1;5;4;2;5;4;2;2;1;4
10;5381;5;1;0;0;0;0;4;4;3;5;4;4;1;5;4;2;1;4;5;2;4;1;4;4;4;1;4;4;1;1;1;2
10;4527;2;1;0;0;1;0;2;2;2;4;1;2;2;2;4;2;2;4;2;2;2;4;5;5;4;2;4;4;2;4;4;4
02;6282;0;1;0;0;0;0;4;5;5;4;3;2;1;4;4;2;4;2;2;2;1;3;5;4;3;3;5;4;3;3;5;5
13;4777;2;0;0;0;1;0;1;2;2;4;1;1;1;2;5;1;2;4;1;2;2;4;5;5;4;1;4;4;1;4;1;2
01;5122;0;1;0;0;0;0;1;1;1;1;1;5;1;1;2;1;1;2;1;1;1;1;1;5;4;1;3;5;3;4;1;5
12;4696;2;1;0;0;0;0;2;4;1;5;1;2;2;2;4;1;2;4;4;4;4;1;2;5;4;2;5;4;2;2;2;2
01;6219;0;0;0;0;0;0;2;2;2;5;1;4;1;1;2;2;1;3;1;1;2;1;4;5;4;1;5;5;1;4;4;4
12;5315;9;1;0;0;0;0;4;4;2;2;4;1;2;4;2;4;4;4;2;4;2;2;4;4;2;2;4;4;4;2;4;2
11;4970;0;1;0;0;1;0;1;1;4;4;1;5;1;1;1;1;1;4;2;2;2;1;4;5;4;2;2;5;2;5;1;5
06;4820;3;1;0;0;1;0;2;1;5;2;4;2;1;2;5;2;2;3;1;2;2;3;4;4;4;2;5;5;2;5;5;2
13;4717;5;0;1;1;0;0;2;5;4;5;1;5;1;5;4;2;2;5;5;4;5;1;4;4;5;1;4;1;1;1;1;5
07;4430;1;1;0;0;1;0;1;1;2;5;1;5;1;2;2;2;1;4;2;2;2;1;4;5;2;2;2;4;2;2;2;5
13;5779;7;0;0;0;0;0;4;4;4;4;4;2;2;4;2;4;2;5;2;2;4;2;4;4;4;2;3;3;2;2;2;2
09;4871;6;1;0;0;0;0;4;2;2;2;4;2;2;4;2;2;2;4;2;2;2;2;1;4;4;4;4;4;2;2;2;4
02;5587;2;1;0;0;1;0;2;2;1;5;1;2;1;2;2;2;4;4;2;5;4;2;5;5;4;1;4;2;2;1;5;5
07;4187;5;1;1;1;0;1;2;4;2;3;4;5;1;4;4;2;1;5;5;5;4;4;4;4;4;2;5;4;2;1;1;1
06;5619;2;0;0;0;1;0;2;2;2;5;1;2;1;2;4;2;1;4;2;4;2;2;4;5;4;1;4;4;2;4;4;4
02;5907;7;0;0;0;0;0;4;4;4;2;4;4;2;4;2;4;2;4;2;4;4;4;4;4;4;2;4;2;2;2;1;4
05;6161;0;0;1;0;1;1;1;4;4;2;4;1;1;4;4;4;1;4;1;4;2;4;2;4;5;4;5;4;1;5;1;1
01;5711;2;1;0;0;1;0;4;2;4;4;2;1;1;4;2;4;1;4;2;4;4;5;4;4;2;2;4;4;1;4;4;4
11;4856;7;1;0;0;1;0;2;4;4;4;2;4;2;4;2;4;2;4;2;2;4;2;4;4;4;2;4;2;2;2;2;2
07;4827;0;1;0;0;0;0;2;5;4;2;5;1;1;5;1;2;5;5;4;5;1;4;5;4;4;1;4;4;4;2;2;2
10;5622;3;0;0;0;1;0;1;4;5;4;2;1;1;1;4;1;4;4;1;4;1;4;5;5;5;4;4;5;1;5;4;5
03;5397;4;1;0;0;0;0;2;2;5;2;2;5;1;1;4;2;2;5;4;2;4;1;5;4;4;2;3;2;2;1;2;2
02;4949;3;0;0;0;0;0;2;5;5;2;2;2;2;4;2;1;4;4;2;4;3;2;5;4;5;2;5;4;3;2;2;4
13;4836;4;1;0;0;1;0;2;2;5;5;1;5;1;2;4;1;1;2;2;2;1;2;4;5;4;2;2;5;1;2;1;5
02;5637;1;0;0;0;0;0;2;2;5;5;1;2;1;1;4;1;1;4;1;1;2;1;5;5;5;1;5;5;1;5;1;5
06;5087;7;1;0;0;1;0;2;4;2;2;2;2;1;2;2;2;1;4;1;2;2;2;4;5;4;2;4;4;1;4;1;2
07;4607;2;1;0;0;0;0;2;4;4;5;1;4;1;2;4;1;4;2;1;4;2;2;5;5;5;2;5;2;4;4;4;2
10;6051;7;0;0;0;0;0;2;4;4;4;4;2;1;4;2;4;2;4;2;4;4;2;2;4;4;2;4;2;2;2;1;2
10;5702;1;1;0;0;0;0;2;2;4;5;1;4;1;1;4;1;1;4;2;2;2;2;4;5;4;1;5;4;1;2;2;2
02;4235;9;0;0;0;1;0;4;4;3;2;4;4;2;5;2;4;4;4;4;4;4;3;4;4;4;4;4;2;2;2;2;4
01;4486;2;1;0;0;1;0;2;4;1;4;2;1;2;2;5;1;2;2;1;2;1;4;4;5;4;2;5;4;5;5;4;2
07;4284;5;1;0;0;0;0;4;4;2;4;2;4;2;4;2;2;2;4;4;2;4;2;4;4;4;2;2;4;2;2;2;2
06;4234;1;1;0;0;0;0;1;1;5;5;1;1;1;1;4;1;1;5;1;2;1;1;2;5;5;1;5;5;1;4;1;5
01;5862;9;1;0;0;1;0;4;5;4;2;4;4;2;4;2;2;4;4;2;4;4;4;4;2;4;3;4;4;2;2;2;2
06;5207;5;0;0;0;1;0;4;4;2;4;2;4;1;2;1;4;2;5;4;5;4;2;4;4;5;2;3;2;1;1;2;4
02;4715;5;1;1;1;0;1;4;5;1;5;2;5;1;4;4;1;2;5;5;5;4;2;1;5;5;1;5;1;1;1;2;5
02;5079;5;1;1;1;1;1;4;2;2;2;2;4;2;4;4;4;2;4;3;4;4;4;2;4;4;2;3;2;3;1;1;3
06;4301;9;0;0;0;0;0;4;4;1;2;4;2;2;4;1;4;4;2;2;4;2;2;2;2;4;4;4;4;2;4;4;2
